Epoch,Loss,Accuracy
1,1.5949113812831286,71.1569362613819
2,1.0343463552786816,71.86960661786586
3,1.0255188146754142,71.86960661786586
4,1.0146061090813654,71.8710944474201
5,1.0033983802409583,71.8710944474201
6,0.9887509163024027,71.8710944474201
7,0.9854817943650164,71.8710944474201
8,0.9833128024061086,71.86663095875737
9,0.9804991284958923,71.8710944474201
10,0.9771408432015687,71.86960661786586
